id,location_lat,location_lon,city_id,city_name_ar,city_name_en,region_id,region_key,region_name_ar,region_name_en,region_order_sequence,availability,available_units_count,available_units_for_auctions_count,basement,bookable,city_order_sequence,delegated_by_broker,developer_name,driver_room,elevator,group_unit_id,maid_room,max_area,max_bathroom,max_bed_room,max_price,max_street_width,max_unit_age,min_area,min_bathroom,min_bed_room,min_price,min_street_width,min_unit_age,pool,project_name,project_type,promoted,publish,publish_date,resource_id,resource_type,subsidizable,type,under_construction_status,unit_types_0,unit_types_1,unit_types_2,use_register_interest_flag,views_count
project_172,17.375429,42.424493,2398,بيش,BAYSH,8,jizan,جازان,Jizan,0,0,0,0,0,1,0,0,,0,0,0,0,686.69,0,1,0,0,0,489.6,0,1,0,0,0,0,مخطط لؤلؤة الشاطئ,lands_moh_land,0,1,2021-08-27,172,projects,1,marketplaces,,land,,,0,53301
project_170,27.849254,42.455576,2357,بقعاء,"BAQ'A",6,hail,حائل,"Ha'il",0,1,88,88,0,0,0,0,,0,0,0,0,1107.199124,0,1,0,0,0,472.088256,0,1,0,0,0,0,موقع بقعاء 2,lands_moh_land,0,1,2021-08-27,170,projects,1,marketplaces,,land,,,0,9124
project_173,16.69472,42.103619,3116,فرسان,FARASAN,8,jizan,جازان,Jizan,0,0,0,0,0,1,0,0,,0,0,0,0,531,0,1,0,0,0,480,0,1,0,0,0,0,مشروع  شاطئ فرسان,lands_moh_land,0,1,2021-08-27,173,projects,1,marketplaces,,land,,,0,22104
project_191,25.8865,45.39775,1689,المجمعة,"AL MAJMA'AH",1,riyadh,الرياض,Riyadh,0,0,0,0,0,1,0,0,,0,0,0,0,529.765,0,1,0,0,0,475,0,1,0,0,0,0,مشروع الملتقى - المجمعة,lands_moh_land,0,1,2021-08-27,191,projects,1,marketplaces,,land,,,0,1196621
project_193,26.278117,41.373561,916,السليمي,AS SULAYMI,6,hail,حائل,"Ha'il",0,0,0,0,0,1,0,0,,0,0,0,0,584.586,0,1,0,0,0,491.252,0,1,0,0,0,0,مشروع الروابي - حائل,lands_moh_land,0,1,2021-08-27,193,projects,1,marketplaces,,land,,,0,4270
project_187,20.00213,42.690259,2399,بيشه (بيشه),BISHAH,7,asir,عسير,"'Asir",0,0,0,0,0,1,0,0,,0,0,0,0,660.854774125715,0,1,0,0,0,437.498691985375,0,1,0,0,0,0,مشروع  نسيم الريان - بيشة,lands_moh_land,0,1,2021-08-27,187,projects,1,marketplaces,,land,,,0,10204
project_194,26.055917,44.102333,20,عنيزة,UNAYZAH,5,qassim,القصيم,Qassim,0,0,0,0,0,1,0,0,,0,0,0,0,600,0,1,0,0,0,230,0,1,0,0,0,0,مخطط العوشزية,lands_moh_land,0,1,2021-08-27,194,projects,1,marketplaces,,land,,,0,97645
project_185,19.993763,42.683601,2399,بيشه (بيشه),BISHAH,7,asir,عسير,"'Asir",0,0,0,0,0,1,0,0,,0,0,0,0,911.497724,0,1,0,0,0,626.481789,0,1,0,0,0,0,مشروع  لؤلؤة الريان - بيشة,lands_moh_land,0,1,2021-08-27,185,projects,1,marketplaces,,land,,,0,19428
project_188,20.488854,45.567513,909,السليل,AS SULAYYIL,1,riyadh,الرياض,Riyadh,0,0,0,0,0,1,0,0,,0,0,0,0,661,0,1,0,0,0,400,0,1,0,0,0,0,مشروع  بساتين السليل,lands_moh_land,0,1,2021-08-27,188,projects,1,marketplaces,,land,,,0,16444
project_196,26.472374,43.643891,3079,عيون الجواء,"UYUN AL JAWA'",5,qassim,القصيم,Qassim,0,0,0,0,0,1,0,0,,0,0,0,0,1125.001779,0,1,0,0,0,479.998284,0,1,0,0,0,0,مشروع درة العيون - عيون الجواء,lands_moh_land,0,1,2021-08-27,196,projects,1,marketplaces,,land,,,0,518030
project_1029,26.648333,50.004139,35,القطيف,AL QATIF,4,eastern_province,المنطقة الشرقية,Eastern Province,0,0,0,0,0,1,0,0,رتال,0,0,0,0,421,0,4,1518503,0,0,250,0,4,1175722,0,0,0,نساج تاون صفوى - القطيف,offplan_moh_land,0,1,2022-08-28,1029,projects,1,marketplaces,under_construction,villa,,,0,276227
project_985,22.489212,40.438325,55,الطائف,AT TAIF,2,makkah,مكة المكرمة,Makkah,0,0,0,0,0,1,0,0,,0,0,0,0,1224.75043038715,0,1,0,0,0,599.877761807168,0,1,0,0,0,0,مخطط 1082,lands_moh_land,0,1,2022-06-30,985,projects,1,marketplaces,,land,,,0,279765
project_198,19.989785,42.697259,2399,بيشه (بيشه),BISHAH,7,asir,عسير,"'Asir",0,0,0,0,0,1,0,0,,0,0,0,0,993.011933,0,1,0,0,0,599.998065,0,1,0,0,0,0,مخطط زهور الريان,lands_moh_land,0,1,2021-08-27,198,projects,1,marketplaces,,land,,,0,47534
project_197,19.998965,42.701115,2399,بيشه (بيشه),BISHAH,7,asir,عسير,"'Asir",0,1,3,3,0,0,0,0,,0,0,0,0,667.499409379795,0,1,0,0,0,408.405732775781,0,1,0,0,0,0,مخطط روضة الريان,lands_moh_land,0,1,2021-08-27,197,projects,1,marketplaces,,land,,,0,32452
project_199,29.591932,43.571798,7,رفحاء,"RAFHA'",12,northern_borders,الحدود الشمالية,Northern Borders,0,0,0,0,0,0,0,0,,0,0,0,0,666,0,1,0,0,0,480,0,1,0,0,0,0,مشروع الضاحية 1 - رفحاء,lands_moh_land,0,1,2021-08-27,199,projects,1,marketplaces,,land,,,0,196593
project_201,23.881301,42.920256,3025,عفيف,AFIF,1,riyadh,الرياض,Riyadh,0,0,0,0,0,1,0,0,,0,0,0,0,720,0,1,0,0,0,582,0,1,0,0,0,0,مشروع واحات عفيف,lands_moh_land,0,1,2021-08-27,201,projects,1,marketplaces,,land,,,0,35003
project_208,26.751091,44.180284,130,الأسياح,AL ASYAH,5,qassim,القصيم,Qassim,0,0,0,0,0,1,0,0,,0,0,0,0,553.0853,0,1,0,0,0,500,0,1,0,0,0,0,مشروع ربوع الأسياح,lands_moh_land,0,1,2021-08-27,208,projects,1,marketplaces,,land,,,0,10762
project_221,19.980224,42.693603,2399,بيشه (بيشه),BISHAH,7,asir,عسير,"'Asir",0,1,8,8,0,0,0,0,,0,0,0,0,581.904,0,1,0,0,0,440.315,0,1,0,0,0,0,بيشة 404,lands_moh_land,0,1,2021-08-27,221,projects,1,marketplaces,,land,,,0,71841
project_213,30.434211,38.374053,2938,طبرجل,TUBARJAL,13,jawf,الجوف,Jawf,0,1,2,2,0,0,0,0,,0,0,0,0,591.66,0,1,0,0,0,447.93,0,1,0,0,0,0,ينبوع طبرجل,lands_moh_land,0,1,2021-08-27,213,projects,1,marketplaces,,land,,,0,11188
project_215,26.048902,44.989457,1371,الغاط,AL GHAT,1,riyadh,الرياض,Riyadh,0,0,0,0,0,1,0,0,,0,0,0,0,550,0,1,0,0,0,494.8601,0,1,0,0,0,0,مشروع  رمال الغاط,lands_moh_land,0,1,2021-08-27,215,projects,1,marketplaces,,land,,,0,6160
project_224,29.821317,39.83236,5,دومة الجندل,DAWMAT AL JANDAL,13,jawf,الجوف,Jawf,0,0,0,0,0,1,0,0,,0,0,0,0,514.63,0,1,0,0,0,480,0,1,0,0,0,0,مخطط منازل دومة الجندل,lands_moh_land,0,1,2021-08-27,224,projects,1,marketplaces,,land,,,0,52147
project_226,21.967066,42.039514,600,الخرمة,AL KHURMAH,2,makkah,مكة المكرمة,Makkah,0,0,1,0,0,1,0,0,,0,0,0,0,502.000000031,0,1,0,0,0,500.999999971,0,1,0,0,0,0,مخطط الدغمية,lands_moh_land,0,1,2021-08-27,226,projects,1,marketplaces,,land,,,0,14863
project_990,28.651999,45.233108,2566,حفر الباطن,HAFAR AL BATIN,4,eastern_province,المنطقة الشرقية,Eastern Province,0,1,135,0,0,1,0,0,,0,0,0,0,930,0,1,0,0,0,500,0,1,0,0,0,0,مخطط النظيم - 3/ح/د/1407,lands_moh_land,0,1,2022-06-30,990,projects,1,marketplaces,,land,,,0,4854
project_230,23.574927,45.612205,832,الرين,AR RAYN,1,riyadh,الرياض,Riyadh,0,1,48,0,0,1,0,0,,0,0,0,0,794.662854,0,1,0,0,0,395.323187,0,1,0,0,0,0,مشروع  سمر الرين - العفج,lands_moh_land,0,1,2021-08-27,230,projects,1,marketplaces,,land,,,0,6189
project_222,16.703102,42.070706,3116,فرسان,FARASAN,8,jizan,جازان,Jizan,0,0,0,0,0,1,0,0,,0,0,0,0,511.25,0,1,0,0,0,483.81,0,1,0,0,0,0,مشروع لؤلؤ فرسان,lands_moh_land,0,1,2021-08-27,222,projects,1,marketplaces,,land,,,0,18500
project_239,27.392652,41.716639,49,حائل,HAIL,6,hail,حائل,"Ha'il",0,0,0,0,0,0,0,0,,0,0,0,0,1000,0,1,168592.8,0,0,400,0,1,0,0,0,0,مشروع  المدائن - حائل,lands_moh_land,0,1,2021-08-27,239,projects,1,marketplaces,,land,,,0,1029381
project_235,30.360692,42.257466,1343,العويقلية,AL UWAYQILAH,12,northern_borders,الحدود الشمالية,Northern Borders,0,0,0,0,0,1,0,0,,0,0,0,0,483,0,1,0,0,0,435.999,0,1,0,0,0,0,مشروع المصيف - العويقلية,lands_moh_land,0,1,2021-08-27,235,projects,1,marketplaces,,land,,,0,4352
project_244,24.606304,39.692125,26,المدينة المنورة,AL MADINAH AL MUNAWWARAH,3,madinah,المدينة المنورة,Madinah,0,0,0,0,0,1,0,0,,0,0,0,0,550.000000006,0,1,150000.0000006,0,0,499,0,1,0,0,0,0,مشروع الياسمين - المدينة المنورة,lands_moh_land,0,1,2021-08-27,244,projects,1,marketplaces,,land,,,0,4505278
project_240,26.109947,43.615067,2755,رياض الخبراء,RIYAD AL KHABRA,5,qassim,القصيم,Qassim,0,0,0,0,0,1,0,0,,0,0,0,0,513.003698,0,1,0,0,0,495.493575,0,1,0,0,0,0,مشروع جنان الخبراء - رياض الخبراء,lands_moh_land,0,1,2021-08-27,240,projects,1,marketplaces,,land,,,0,43504
project_242,24.066848,47.299058,11,الخرج,AL KHARJ,1,riyadh,الرياض,Riyadh,0,1,13,13,0,0,0,0,,0,0,0,0,622.366,0,1,0,0,0,371.137,0,1,0,0,0,0,مشروع اسكان الخرج,lands_moh_land,0,1,2021-08-27,242,projects,1,marketplaces,,land,,,0,524713
project_380,23.409134,46.805936,2597,حوطة بني تميم,HAWTAT BANI TAMIM,1,riyadh,الرياض,Riyadh,0,0,0,0,0,1,0,0,,0,0,0,0,2000,0,1,0,0,0,525,0,1,0,0,0,0,مشروع الحلوة - حوطة بني تميم,lands_moh_land,0,1,2021-08-27,380,projects,1,marketplaces,,land,,,0,11477
project_382,27.864388,42.105281,2357,بقعاء,"BAQ'A",6,hail,حائل,"Ha'il",0,0,0,0,0,1,0,0,,0,0,0,0,1155,0,1,0,0,0,892,0,1,0,0,0,0,مشروع كنب الثنيان - حائل,lands_moh_land,0,1,2021-08-27,382,projects,1,marketplaces,,land,,,0,1383
project_379,21.637815,40.390686,55,الطائف,AT TAIF,2,makkah,مكة المكرمة,Makkah,0,0,0,0,0,1,0,0,,0,0,0,0,508.366740955,0,1,0,0,0,400,0,1,0,0,0,0,مشروع  واحة الميقات - الطائف,lands_moh_land,0,1,2021-08-27,379,projects,1,marketplaces,,land,,,0,2259210
project_993,27.840814,45.982396,2566,حفر الباطن,HAFAR AL BATIN,4,eastern_province,المنطقة الشرقية,Eastern Province,0,1,226,0,0,1,0,0,,0,0,0,0,937,0,1,0,0,0,380,0,1,0,0,0,0,مخطط أم قليب-54/ح/1410,lands_moh_land,0,1,2022-06-30,993,projects,1,marketplaces,,land,,,0,1728
project_384,28.036816,42.318835,2357,بقعاء,"BAQ'A",6,hail,حائل,"Ha'il",0,1,59,0,0,1,0,0,,0,0,0,0,500,0,1,0,0,0,380,0,1,0,0,0,0,مشروع القليبة - حائل,lands_moh_land,0,1,2021-08-27,384,projects,1,marketplaces,,land,,,0,4637
project_385,27.714253,42.627986,2357,بقعاء,"BAQ'A",6,hail,حائل,"Ha'il",0,1,16,0,0,1,0,0,,0,0,0,0,1147,0,1,0,0,0,892,0,1,0,0,0,0,مشروع الجثياثه - حائل,lands_moh_land,0,1,2021-08-27,385,projects,1,marketplaces,,land,,,0,3364
project_396,26.872334,40.347383,1019,الشملي,ASH SHAMLI,6,hail,حائل,"Ha'il",0,0,0,0,0,1,0,0,,0,0,0,0,900,0,1,0,0,0,400,0,1,0,0,0,0,مشروع لؤلؤة الشملي - الشملي,lands_moh_land,0,1,2021-08-27,396,projects,1,marketplaces,,land,,,0,1489
project_392,19.519431,43.599588,2427,تثليث,TATILITH,7,asir,عسير,"'Asir",0,0,0,0,0,1,0,0,,0,0,0,0,941.704,0,1,0,0,0,561.91,0,1,0,0,0,0,مشروع تثليث - عسير,lands_moh_land,0,1,2021-08-27,392,projects,1,marketplaces,,land,,,0,17958
project_391,23.232996,45.552931,832,الرين,AR RAYN,1,riyadh,الرياض,Riyadh,0,1,205,0,0,1,0,0,,0,0,0,0,895.54,0,1,0,0,0,394.89,0,1,0,0,0,0,مخطط العمق - الرين,lands_moh_land,0,1,2021-08-27,391,projects,1,marketplaces,,land,,,0,4027
project_399,26.309725,44.236389,19,الشماسية,ASH SHIMASIYAH,5,qassim,القصيم,Qassim,0,0,0,0,0,1,0,0,,0,0,0,0,672,0,1,0,0,0,435,0,1,0,0,0,0,مشروع اسكان الشماسية,lands_moh_land,0,1,2021-08-27,399,projects,1,marketplaces,,land,,,0,1030
project_401,26.307711,44.917194,15,الزلفي,AZ ZULFI,1,riyadh,الرياض,Riyadh,0,0,0,0,0,1,0,0,,0,0,0,0,525.645,0,1,0,0,0,467.443,0,1,0,0,0,0,مشروع اسكان الزلفي,lands_moh_land,0,1,2021-08-27,401,projects,1,marketplaces,,land,,,0,5595
project_405,25.224641,45.862198,2449,ثادق,THADIQ,1,riyadh,الرياض,Riyadh,0,0,0,0,0,1,0,0,,0,0,0,0,500,0,1,0,0,0,500,0,1,0,0,0,0,مشروع إسكان ثادق,lands_moh_land,0,1,2021-08-27,405,projects,1,marketplaces,,land,,,0,3330
project_414,26.492416,43.619825,3079,عيون الجواء,"UYUN AL JAWA'",5,qassim,القصيم,Qassim,0,1,1,0,0,0,0,0,,0,0,0,0,550,0,1,0,0,0,500,0,1,0,0,0,0,مشروع إسكان عيون الجواء,lands_moh_land,0,1,2021-08-27,414,projects,1,marketplaces,,land,,,0,84341
project_412,25.248548,45.219565,0,شقراء,"SHAQRA'",1,riyadh,الرياض,Riyadh,0,0,0,0,0,1,0,0,,0,0,0,0,509.69,0,1,0,0,0,478.61,0,1,0,0,0,0,مشروع إسكان شقراء,lands_moh_land,0,1,2021-08-27,412,projects,1,marketplaces,,land,,,0,29330
project_1025,24.896709,46.645818,14,الرياض,AR RIYADH,1,riyadh,الرياض,Riyadh,0,1,0,0,0,1,0,0,شركة تلال العقارية,0,0,0,0,400,0,3,1894504,0,0,250,0,3,1359105,0,0,0,بيوت تلال - الرياض,offplan_moh_land,0,1,2022-06-23,1025,projects,1,marketplaces,under_construction,villa,,,0,176919
project_406,25.871382,49.603958,2361,بقيق,BUQAYQ,4,eastern_province,المنطقة الشرقية,Eastern Province,0,0,0,0,0,1,0,0,,0,0,0,0,760.35,0,1,0,0,0,499.992,0,1,0,0,0,0,مشروع زهرة الدغيمية,lands_moh_land,0,1,2021-08-27,406,projects,1,marketplaces,,land,,,0,8113
project_425,27.432444,42.476111,48,الشنان,ASH SHINAN,6,hail,حائل,"Ha'il",0,1,50,0,0,1,0,0,,0,0,0,0,1155,0,1,0,0,0,892,0,1,0,0,0,0,مشروع الأرشاوية - الشنان,lands_moh_land,0,1,2021-08-27,425,projects,1,marketplaces,,land,,,0,2348
project_421,27.9815,42.001083,2357,بقعاء,"BAQ'A",6,hail,حائل,"Ha'il",0,1,1,0,0,1,0,0,,0,0,0,0,1120,0,1,0,0,0,892,0,1,0,0,0,0,مخطط المندسة,lands_moh_land,0,1,2021-08-27,421,projects,1,marketplaces,,land,,,0,3592
project_423,25.970639,49.551722,2361,بقيق,BUQAYQ,4,eastern_province,المنطقة الشرقية,Eastern Province,0,0,0,0,0,1,0,0,,0,0,0,0,900,0,1,0,0,0,570.5,0,1,0,0,0,0,هجرة الثمامة,lands_moh_land,0,1,2021-08-27,423,projects,1,marketplaces,,land,,,0,20877
project_420,24.500583,45.379444,3285,مرات,MARAT,1,riyadh,الرياض,Riyadh,0,0,0,0,0,1,0,0,,0,0,0,0,630,0,1,0,0,0,600,0,1,0,0,0,0,مرات 1180,lands_moh_land,0,1,2021-08-27,420,projects,1,marketplaces,,land,,,0,8474
project_419,25.113958,45.485914,3285,مرات,MARAT,1,riyadh,الرياض,Riyadh,0,0,0,0,0,1,0,0,,0,0,0,0,599.677,0,1,0,0,0,568.048,0,1,0,0,0,0,مخطط مرات 1120,lands_moh_land,0,1,2021-08-27,419,projects,1,marketplaces,,land,,,0,1037
project_422,23.373744,46.849381,2597,حوطة بني تميم,HAWTAT BANI TAMIM,1,riyadh,الرياض,Riyadh,0,1,1,0,0,1,0,0,,0,0,0,0,900,0,1,0,0,0,550,0,1,0,0,0,0,مخطط الحلوة,lands_moh_land,0,1,2021-08-27,422,projects,1,marketplaces,,land,,,0,9989
project_418,27.631617,42.611294,2357,بقعاء,"BAQ'A",6,hail,حائل,"Ha'il",0,1,48,0,0,1,0,0,,0,0,0,0,856,0,1,0,0,0,753.73,0,1,0,0,0,0,الفويلق 2 - بقعاء,lands_moh_land,0,1,2021-08-27,418,projects,1,marketplaces,,land,,,0,1291
project_427,27.816694,41.440972,2081,ام القلبان,UMM AL QULBAN,6,hail,حائل,"Ha'il",0,0,0,0,0,1,0,0,,0,0,0,0,851,0,1,0,0,0,692.14,0,1,0,0,0,0,ام قلبان - حائل,lands_moh_land,0,1,2021-08-27,427,projects,1,marketplaces,,land,,,0,804
project_436,23.633963,46.496143,3591,الحريق (الحريق),AL HARIQ,1,riyadh,الرياض,Riyadh,0,0,0,0,0,1,0,0,,0,0,0,0,750,0,1,0,0,0,500,0,1,0,0,0,0,مخطط اراضي 254 - الحريق,lands_moh_land,0,1,2021-08-27,436,projects,1,marketplaces,,land,,,0,2405
project_1023,24.832014,46.77938,14,الرياض,AR RIYADH,1,riyadh,الرياض,Riyadh,0,1,6,0,0,1,0,0,شركة رافد للمقاولات عامة,0,0,0,0,180,0,3,990000,0,0,110,0,2,645000,0,0,0,مشروع رافد 1 - الرياض,offplan_private_land,0,1,2022-06-19,1023,projects,1,marketplaces,under_construction,apartment,,,0,34751
project_463,25.71975,45.855447,1689,المجمعة,"AL MAJMA'AH",1,riyadh,الرياض,Riyadh,0,0,0,0,0,1,0,0,,0,0,0,0,1026.03,0,1,0,0,0,400,0,1,0,0,0,0,المجمعة- تمير -721-أ,lands_moh_land,0,1,2021-08-27,463,projects,1,marketplaces,,land,,,0,1440
project_464,25.723611,45.85975,1689,المجمعة,"AL MAJMA'AH",1,riyadh,الرياض,Riyadh,0,0,0,0,0,1,0,0,,0,0,0,0,960,0,1,0,0,0,600,0,1,0,0,0,0,المجمعة - تمير - 837,lands_moh_land,0,1,2021-08-27,464,projects,1,marketplaces,,land,,,0,15438
project_474,27.031241,41.988545,48,الشنان,ASH SHINAN,6,hail,حائل,"Ha'il",0,0,0,0,0,1,0,0,,0,0,0,0,1097.5,0,1,0,0,0,827.5,0,1,0,0,0,0,مشروع السبعان - 496,lands_moh_land,0,1,2021-08-27,474,projects,1,marketplaces,,land,,,0,1984
project_476,29.74977144,39.90235433,5,دومة الجندل,DAWMAT AL JANDAL,13,jawf,الجوف,Jawf,0,0,0,0,0,1,0,0,,0,0,0,0,1200,0,1,0,0,0,517.5,0,1,0,0,0,0,مخطط الملك عبدالعزيز - دومة الجندل,lands_moh_land,0,1,2021-08-27,476,projects,1,marketplaces,,land,,,0,20893
project_477,22.09656073,41.28615809,1906,المويه القديم,AL MUWAYH AL QADIM,2,makkah,مكة المكرمة,Makkah,0,0,0,0,0,1,0,0,,0,0,0,0,862.5,0,1,0,0,0,375,0,1,0,0,0,0,مشروع المويه - 4/ق/ط,lands_moh_land,0,1,2021-08-27,477,projects,1,marketplaces,,land,,,0,19269
project_555,26.296671,41.341699,916,السليمي,AS SULAYMI,6,hail,حائل,"Ha'il",0,0,0,0,0,1,0,0,,0,0,0,0,800,0,1,0,0,0,690,0,1,0,0,0,0,1532 السليمي - حائل,lands_moh_land,0,1,2021-08-27,555,projects,1,marketplaces,,land,,,0,590
project_560,27.682017,42.549247,2357,بقعاء,"BAQ'A",6,hail,حائل,"Ha'il",0,0,0,0,0,1,0,0,,0,0,0,0,500,0,1,0,0,0,492,0,1,0,0,0,0,الناصرية 410,lands_moh_land,0,1,2021-08-27,560,projects,1,marketplaces,,land,,,0,338
project_561,26.36510404,44.23082334,19,الشماسية,ASH SHIMASIYAH,5,qassim,القصيم,Qassim,0,1,267,0,0,0,0,0,,0,0,0,0,1364.432,0,1,0,0,0,483.371,0,1,0,0,0,0,مخطط الربيعية,lands_moh_land,0,1,2021-08-27,561,projects,1,marketplaces,,land,,,0,60153
project_559,28.271389,42.929154,2357,بقعاء,"BAQ'A",6,hail,حائل,"Ha'il",0,0,0,0,0,1,0,0,,0,0,0,0,1242,0,1,0,0,0,660,0,1,0,0,0,0,تربة 1403,lands_moh_land,0,1,2021-08-27,559,projects,1,marketplaces,,land,,,0,1882
project_557,27.262217,42.275323,48,الشنان,ASH SHINAN,6,hail,حائل,"Ha'il",0,0,0,0,0,1,0,0,,0,0,0,0,525,0,1,0,0,0,318.36,0,1,0,0,0,0,رك418 - حائل,lands_moh_land,0,1,2021-08-27,557,projects,1,marketplaces,,land,,,0,277
project_1011,24.89475,46.639778,14,الرياض,AR RIYADH,1,riyadh,الرياض,Riyadh,0,0,0,0,0,1,0,0,رتال,0,0,0,0,425,0,4,2120635,0,0,250,0,4,1291884,0,0,0,نساج تاون النرجس - الرياض,offplan_moh_land,0,1,2022-06-15,1011,projects,1,marketplaces,under_construction,villa,,,0,1299581
project_556,30.302611,42.353218,1343,العويقلية,AL UWAYQILAH,12,northern_borders,الحدود الشمالية,Northern Borders,0,0,0,0,0,1,0,0,,0,0,0,0,900,0,1,0,0,0,600,0,1,0,0,0,0,مخطط العايش 12246 / س,lands_moh_land,0,1,2021-08-27,556,projects,1,marketplaces,,land,,,0,291
project_554,19.895985,41.59519,2365,بلجرشي,BILJURASHI,9,bahah,الباحة,Bahah,0,0,0,0,0,1,0,0,,0,0,0,0,611.365573,0,1,0,0,0,448.199866,0,1,0,0,0,0,340  - العسله,lands_moh_land,0,1,2021-08-27,554,projects,1,marketplaces,,land,,,0,35218
project_553,22.429233,41.74011,1905,المويه الجديد,AL MUWAYH AL JADID,2,makkah,مكة المكرمة,Makkah,0,1,1,0,0,1,0,0,,0,0,0,0,740.965,0,1,0,0,0,475.796,0,1,0,0,0,0,مخطط المويه الجديد - محافظة المويه,lands_moh_land,0,1,2021-08-27,553,projects,1,marketplaces,,land,,,0,9948
project_565,27.164083,46.996145,3167,قرية (قرية العليا),"QARYAT AL 'ULYA",4,eastern_province,المنطقة الشرقية,Eastern Province,0,1,810,0,0,1,0,0,,0,0,0,0,954.809,0,1,0,0,0,377.823,0,1,0,0,0,0,مخطط الفريدة - قرية العليا,lands_moh_land,0,1,2021-08-27,565,projects,1,marketplaces,,land,,,0,6168
project_569,27.780771,41.631575,49,حائل,HAIL,6,hail,حائل,"Ha'il",0,0,0,0,0,1,0,0,,0,0,0,0,1897.27,0,1,0,0,0,636.73,0,1,0,0,0,0,المزيريرات - حائل,lands_moh_land,0,1,2021-08-27,569,projects,1,marketplaces,,land,,,0,5315
project_570,24.521556,43.900979,716,الدوادمي,AD DUWADIMI,1,riyadh,الرياض,Riyadh,0,1,2,0,0,1,0,0,,0,0,0,0,894.82,0,1,0,0,0,381.864,0,1,0,0,0,0,الرفيعة - الدوادمي,lands_moh_land,0,1,2021-08-27,570,projects,1,marketplaces,,land,,,0,5565
project_567,28.614934,44.053607,7,رفحاء,"RAFHA'",12,northern_borders,الحدود الشمالية,Northern Borders,0,1,91,0,0,1,0,0,,0,0,0,0,974,0,1,0,0,0,663.91,0,1,0,0,0,0,هجرة رغوة,lands_moh_land,0,1,2021-08-27,567,projects,1,marketplaces,,land,,,0,1829
project_562,23.924718,42.760833,3025,عفيف,AFIF,1,riyadh,الرياض,Riyadh,0,1,184,0,0,1,0,0,,0,0,0,0,1315.078,0,1,0,0,0,559.049,0,1,0,0,0,0,مخطط الخالدية - عفيف,lands_moh_land,0,1,2021-08-27,562,projects,1,marketplaces,,land,,,0,3698
project_577,25.974805,49.476792,2361,بقيق,BUQAYQ,4,eastern_province,المنطقة الشرقية,Eastern Province,0,0,0,0,0,1,0,0,,0,0,0,0,995.18,0,1,0,0,0,582,0,1,0,0,0,0,يكـرب - الشرقية,lands_moh_land,0,1,2021-08-27,577,projects,1,marketplaces,,land,,,0,106012
project_578,17.444587,42.526852,2398,بيش,BAYSH,8,jizan,جازان,Jizan,0,0,0,0,0,1,0,0,,0,0,0,0,1880.56,0,1,0,0,0,450,0,1,0,0,0,0,بيش 94,lands_moh_land,0,1,2021-08-27,578,projects,1,marketplaces,,land,,,0,1796447
project_1018,24.777695,46.584277,14,الرياض,AR RIYADH,1,riyadh,الرياض,Riyadh,0,1,24,0,0,1,0,0,شركة ازدهار للتطوير العقاري,0,0,0,0,208.18,0,3,1899000,0,0,102.16,0,1,899000,0,0,0,جاردن ريزيدنس - الرياض,offplan_private_land,0,1,2022-06-08,1018,projects,1,marketplaces,under_construction,apartment,,,0,44886
project_584,22.620727,40.603987,2517,حاذة,HADHAH,3,madinah,المدينة المنورة,Madinah,0,1,367,0,0,1,0,0,,0,0,0,0,750,0,1,0,0,0,415.025,0,1,0,0,0,0,مركز حاذه - المدينة المنورة,lands_moh_land,0,1,2021-08-27,584,projects,1,marketplaces,,land,,,0,29916
project_589,25.523687,45.259725,0,شقراء,"SHAQRA'",1,riyadh,الرياض,Riyadh,0,1,146,0,0,1,0,0,,0,0,0,0,858.264333,0,1,0,0,0,533.782549,0,1,0,0,0,0,مخطط شقراء 151,lands_moh_land,0,1,2021-08-27,589,projects,1,marketplaces,,land,,,0,19405
project_585,29.302374,44.032425,7,رفحاء,"RAFHA'",12,northern_borders,الحدود الشمالية,Northern Borders,0,1,336,0,0,1,0,0,,0,0,0,0,529.376,0,1,0,0,0,359.09,0,1,0,0,0,0,ام غار الخشيبي,lands_moh_land,0,1,2021-08-27,585,projects,1,marketplaces,,land,,,0,1254
project_592,26.88063,42.088879,48,الشنان,ASH SHINAN,6,hail,حائل,"Ha'il",0,0,0,0,0,1,0,0,,0,0,0,0,1044,0,1,0,0,0,850.18,0,1,0,0,0,0,مخطط المضيح - الشنان,lands_moh_land,0,1,2021-08-27,592,projects,1,marketplaces,,land,,,0,499
project_590,26.520287,47.337779,3167,قرية (قرية العليا),"QARYAT AL 'ULYA",4,eastern_province,المنطقة الشرقية,Eastern Province,0,1,314,0,0,1,0,0,,0,0,0,0,780,0,1,0,0,0,660,0,1,0,0,0,0,المخطط رقم ١٠/٧١ بمركز أم عقلاء بمحافظة قرية العليا,lands_moh_land,0,1,2021-08-27,590,projects,1,marketplaces,,land,,,0,2199
project_591,29.540999,42.097337,1343,العويقلية,AL UWAYQILAH,12,northern_borders,الحدود الشمالية,Northern Borders,0,1,27,0,0,1,0,0,,0,0,0,0,1000,0,1,0,0,0,625,0,1,0,0,0,0,مخطط نعيجان - العويقلية,lands_moh_land,0,1,2021-08-27,591,projects,1,marketplaces,,land,,,0,2384
